"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal.2","goal.1","goal.6","goal.3","goal.4","goal.5","date.7","date.5","date.3","date.4","date.6","date.1","date.2","race.4","race.2","race.6","race.3","race.1","go_out.1","go_out.4","go_out.2","go_out.3","go_out.7","go_out.5","go_out.6","field_cd.1","field_cd.2","field_cd.13","field_cd.8","field_cd.5","field_cd.9","field_cd.3","field_cd.11","field_cd.12","field_cd.4","field_cd.7","field_cd.6","field_cd.10","field_cd.14","field_cd.16","field_cd.15","field_cd.17","field_cd.18","career_c.6","career_c.1","career_c.9","career_c.2","career_c.7","career_c.10","career_c.5","career_c.3","career_c.4","career_c.14","career_c.11","career_c.8","career_c.15","career_c.12","career_c.17","career_c.13","career_c.16","activityAvg","raterCount","rateeCount","tvsportsAdj","exerciseAdj","diningAdj","museumsAdj","artAdj","hikingAdj","gamingAdj","clubbingAdj","readingAdj","tvAdj","theaterAdj","moviesAdj","concertsAdj","musicAdj","shoppingAdj","yogaAdj","raterDecSum","raterAttrSum","raterSincSum","raterIntelSum","raterFunSum","raterAmbSum","raterSharSum","raterLikeSum","raterProbSum","rateeDecSum","rateeAttrSum","rateeSincSum","rateeIntelSum","rateeFunSum","rateeAmbSum","rateeSharSum","rateeLikeSum","rateeProbSum","decRaterAvg","decRateeAvg","decRaterAvgExc","decRateeAvgExc","decRaterAdj","decRateeAdj","attrRaterAvg","attrRateeAvg","attrRaterAvgExc","attrRateeAvgExc","attrRaterAdj","attrRateeAdj","sincRaterAvg","sincRateeAvg","sincRaterAvgExc","sincRateeAvgExc","sincRaterAdj","sincRateeAdj","intelRaterAvg","intelRateeAvg","intelRaterAvgExc","intelRateeAvgExc","intelRaterAdj","intelRateeAdj","funRaterAvg","funRateeAvg","funRaterAvgExc","funRateeAvgExc","funRaterAdj","funRateeAdj","ambRaterAvg","ambRateeAvg","ambRaterAvgExc","ambRateeAvgExc","ambRaterAdj","ambRateeAdj","sharRaterAvg","sharRateeAvg","sharRaterAvgExc","sharRateeAvgExc","sharRaterAdj","sharRateeAdj","likeRaterAvg","likeRateeAvg","likeRaterAvgExc","likeRateeAvgExc","likeRaterAdj","likeRateeAdj","probRaterAvg","probRateeAvg","probRaterAvgExc","probRateeAvgExc","probRaterAdj","probRateeAdj"
"1218",182,9,0,8,10,9,6,189,0,-0.22,0,2,22,4,25,1,7,5,42,1,4,3,4,5,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1,6,4,16.07,17.86,17.86,17.86,17.86,12.5,19.23,15.38,15.38,17.31,15.38,17.31,8,8,8,8,0,6,8,8,8,9,8,6,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.29,10,10,1.71,-2.29,3.71,-1.29,-2.29,-3.29,-0.29,-3.29,2.71,3.71,-2.29,1.71,-0.29,5.71,3.71,-3.29,2,53,71,78,78,82,72,72,56,4,54,72,70,58,65,58,56,52,0.2,0.4,0.22,0.44,-0.22,-0.44,5.3,5.4,5.22,5.33,0.78,0.67,7.1,7.2,7,7.11,1,0.89,7.8,7,7.78,6.89,0.22,1.11,7.8,5.8,7.78,5.56,0.22,2.44,8.2,6.5,8.11,6.22,0.89,2.78,7.2,5.8,7.11,5.56,0.89,2.44,7.2,5.6,7.33,5.56,-1.33,0.44,5.6,5.2,5.56,5.11,0.44,0.89
"1219",183,10,0,8,10,6,6,189,0,0.05,0,2,24,11,25,2,1,1,42,1,7,3,6,9,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1,5,4,20,22.5,17.5,22.5,10,7.5,23.68,21.05,13.16,23.68,15.79,2.63,9,7,9,9,0,6,8,8,7,6,9,5,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,10,10,-1.41,0.59,1.59,0.59,0.59,1.59,1.59,1.59,-0.41,0.59,0.59,1.59,1.59,2.59,0.59,-6.41,3,70,74,74,70,67,72,70,57,4,54,72,70,58,65,58,56,52,0.3,0.4,0.33,0.44,-0.33,-0.44,7,5.4,7.11,5.33,-1.11,0.67,7.4,7.2,7.33,7.11,0.67,0.89,7.4,7,7.33,6.89,0.67,1.11,7,5.8,7,5.67,0,1.33,6.7,6.5,6.78,6.56,-0.78,-0.56,7.2,5.8,7,5.44,2,3.56,7,5.6,7.22,5.67,-2.22,-0.67,5.7,5.2,5.67,5.11,0.33,0.89
"1220",174,1,0,8,10,6,7,190,0,0.21,0,2,29,8,25,4,1,1,58,4,5,3,7,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,5,4,9.52,23.81,16.67,16.67,16.67,16.67,17.07,17.07,14.63,19.51,12.2,19.51,9,10,8,8,1,5,5,6,6,6,6,6,8,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.76,10,10,-1.76,0.24,0.24,2.24,2.24,-1.76,-1.76,0.24,2.24,-1.76,0.24,-0.76,3.24,3.24,0.24,-0.76,9,52,52,55,59,59,61,64,71,6,67,65,69,79,67,58,68,56,0.9,0.6,0.89,0.56,0.11,0.44,5.2,6.7,5.22,6.89,-0.22,-1.89,5.2,6.5,5.22,6.67,-0.22,-1.67,5.5,6.9,5.44,7,0.56,-1,5.9,7.9,5.89,8.11,0.11,-2.11,5.9,6.7,5.89,6.78,0.11,-0.78,6.1,5.8,6.11,5.78,-0.11,0.22,6.4,6.8,6.44,6.89,-0.44,-0.89,7.1,5.6,7,5.33,1,2.67
"1221",175,2,0,8,10,5,7,190,1,0.05,0,1,23,13,25,6,5,8,40,2,3,1,7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,7,4,12.24,20.41,16.33,14.29,20.41,16.33,22.22,11.11,13.33,20,17.78,15.56,7,10,8,8,1,7,8,7,7,5,7,7,7,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.12,10,10,-3.12,0.88,2.88,1.88,1.88,-2.12,-2.12,0.88,0.88,-0.12,0.88,-0.12,0.88,3.88,-0.12,-2.12,6,36,68,72,68,68,66,54,65,6,67,65,69,79,67,58,68,56,0.6,0.6,0.56,0.56,0.44,0.44,3.6,6.7,3.22,6.67,3.78,0.33,6.8,6.5,6.67,6.33,1.33,1.67,7.2,6.9,7.22,6.89,-0.22,0.11,6.8,7.9,6.78,8,0.22,-1,6.8,6.7,7,6.89,-2,-1.89,6.6,5.8,6.56,5.67,0.44,1.33,5.4,6.8,5.22,6.78,1.78,0.22,6.5,5.6,6.44,5.44,0.56,1.56
"1222",176,3,0,8,10,2,7,190,0,-0.34,0,2,28,8,25,4,10,1,42,2,6,3,7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,4,13.04,21.74,19.57,17.39,15.22,13.04,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,0,8,7,6,8,6,2,7,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.24,10,10,-0.24,-1.24,3.76,3.76,2.76,0.76,-2.24,-2.24,-1.24,-1.24,1.76,1.76,1.76,1.76,-0.24,-3.24,5,69,65,69,64,62,48,56,30,6,67,65,69,79,67,58,68,56,0.5,0.6,0.56,0.67,-0.56,-0.67,6.9,6.7,6.78,6.56,1.22,1.44,6.5,6.5,6.44,6.44,0.56,0.56,6.9,6.9,7,7,-1,-1,6.4,7.9,6.22,7.89,1.78,0.11,6.2,6.7,6.22,6.78,-0.22,-0.78,4.8,5.8,5.11,6.22,-3.11,-4.22,5.6,6.8,5.44,6.78,1.56,0.22,3,5.6,3.11,6,-1.11,-4
"1223",177,4,0,8,10,9,7,190,0,-0.03,1,1,22,13,25,2,8,3,47,2,5,2,7,5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,6,4,15.09,16.98,16.98,16.98,18.87,15.09,25,15,15,17.5,12.5,15,9,9,8,9,1,6,7,7,8,8,3,7,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.12,10,10,3.88,0.88,2.88,0.88,-1.12,-3.12,-2.12,1.88,3.88,1.88,0.88,1.88,-2.12,-1.12,-0.12,-4.12,4,43,62,65,49,62,41,50,48,6,67,65,69,79,67,58,68,56,0.4,0.6,0.33,0.56,0.67,0.44,4.3,6.7,4.11,6.78,1.89,-0.78,6.2,6.5,6.11,6.44,0.89,0.56,6.5,6.9,6.44,6.89,0.56,0.11,4.9,7.9,4.56,7.89,3.44,0.11,6.2,6.7,6,6.56,2,1.44,4.1,5.8,4.22,6.11,-1.22,-3.11,5,6.8,4.78,6.78,2.22,0.22,4.8,5.6,4.78,5.67,0.22,-0.67
"1224",178,5,0,8,10,3,7,190,0,0.01,0,2,35,3,25,4,5,5,42,2,4,2,4,3,4,7,9,8,8,8,2,9,8,8,8,8,8,9,6,8,5,4,15.22,17.39,17.39,17.39,15.22,17.39,22.73,11.36,11.36,18.18,18.18,18.18,9,9,7,8,1,7,5,7,7,5,6,6,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.94,10,10,-2.94,0.06,2.06,1.06,1.06,1.06,-4.94,2.06,1.06,1.06,1.06,1.06,1.06,2.06,-0.94,1.06,6,61,67,71,57,68,58,59,56,6,67,65,69,79,67,58,68,56,0.6,0.6,0.56,0.56,0.44,0.44,6.1,6.7,6,6.67,1,0.33,6.7,6.5,6.89,6.67,-1.89,-1.67,7.1,6.9,7.11,6.89,-0.11,0.11,5.7,7.9,5.56,8,1.44,-1,6.8,6.7,7,6.89,-2,-1.89,5.8,5.8,5.78,5.78,0.22,0.22,5.9,6.8,5.89,6.89,0.11,-0.89,5.6,5.6,5.67,5.67,-0.67,-0.67
"1225",179,6,0,8,10,4,7,190,1,0.22,0,2,30,6,25,3,5,1,78,1,6,3,2,5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,2,4,19.15,21.28,17.02,17.02,12.77,12.77,22.73,13.64,18.18,22.73,11.36,11.36,8,10,6,8,1,7,6,7,7,7,7,7,7,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71,10,10,-1.71,3.29,3.29,0.29,0.29,-1.71,-5.71,0.29,3.29,-5.71,1.29,1.29,0.29,2.29,3.29,2.29,1,45,71,66,57,64,63,38,52,6,67,65,69,79,67,58,68,56,0.1,0.6,0,0.56,1,0.44,4.5,6.7,4.22,6.67,2.78,0.33,7.1,6.5,7.22,6.56,-1.22,-0.56,6.6,6.9,6.56,6.89,0.44,0.11,5.7,7.9,5.56,8,1.44,-1,6.4,6.7,6.33,6.67,0.67,0.33,6.3,5.8,6.22,5.67,0.78,1.33,3.8,6.8,3.44,6.78,3.56,0.22,5.2,5.6,5,5.44,2,1.56
"1226",180,7,0,8,10,7,7,190,0,0.13,0,2,24,8,25,4,2,2,42,6,4,2,7,7,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7,6,4,15.38,17.31,17.31,19.23,13.46,17.31,18.6,18.6,11.63,23.26,11.63,16.28,9,9,10,9,0,8,7,7,8,7,6,7,7,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.76,10,10,0.24,-1.76,2.24,-1.76,-1.76,1.24,-1.76,2.24,-0.76,0.24,2.24,2.24,0.24,1.24,2.24,0.24,2,68,67,68,67,63,56,64,63,6,67,65,69,79,67,58,68,56,0.2,0.6,0.22,0.67,-0.22,-0.67,6.8,6.7,6.67,6.56,1.33,1.44,6.7,6.5,6.67,6.44,0.33,0.56,6.8,6.9,6.78,6.89,0.22,0.11,6.7,7.9,6.56,7.89,1.44,0.11,6.3,6.7,6.22,6.67,0.78,0.33,5.6,5.8,5.56,5.78,0.44,0.22,6.4,6.8,6.33,6.78,0.67,0.22,6.3,5.6,6.22,5.44,0.78,1.56
"1227",181,8,0,8,10,10,7,190,1,-0.18,0,2,22,4,25,1,7,8,31,1,5,5,2,3,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6,4,4,15.38,19.23,19.23,17.31,17.31,11.54,18.87,11.32,16.98,18.87,16.98,16.98,9,9,9,9,1,5,5,6,10,5,4,4,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,10,10,-1.35,-2.35,1.65,1.65,1.65,-1.35,-4.35,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,-1.35,7,62,69,69,73,73,58,56,52,6,67,65,69,79,67,58,68,56,0.7,0.6,0.67,0.56,0.33,0.44,6.2,6.7,6.33,6.89,-1.33,-1.89,6.9,6.5,7.11,6.67,-2.11,-1.67,6.9,6.9,7,7,-1,-1,7.3,7.9,7,7.67,3,2.33,7.3,6.7,7.56,6.89,-2.56,-1.89,5.8,5.8,6,6,-2,-2,5.6,6.8,5.78,7.11,-1.78,-3.11,5.2,5.6,5.33,5.78,-1.33,-1.78
"1228",182,9,0,8,10,1,7,190,0,0.01,0,2,22,4,25,1,7,5,42,1,4,3,4,5,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1,6,4,16.07,17.86,17.86,17.86,17.86,12.5,19.23,15.38,15.38,17.31,15.38,17.31,8,8,8,8,0,7,8,9,9,9,8,8,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.29,10,10,1.71,-2.29,3.71,-1.29,-2.29,-3.29,-0.29,-3.29,2.71,3.71,-2.29,1.71,-0.29,5.71,3.71,-3.29,2,53,71,78,78,82,72,72,56,6,67,65,69,79,67,58,68,56,0.2,0.6,0.22,0.67,-0.22,-0.67,5.3,6.7,5.11,6.67,1.89,0.33,7.1,6.5,7,6.33,1,1.67,7.8,6.9,7.67,6.67,1.33,2.33,7.8,7.9,7.67,7.78,1.33,1.22,8.2,6.7,8.11,6.44,0.89,2.56,7.2,5.8,7.11,5.56,0.89,2.44,7.2,6.8,7.11,6.67,0.89,1.33,5.6,5.6,5.56,5.56,0.44,0.44
"1229",183,10,0,8,10,8,7,190,0,0.24,1,1,24,11,25,2,1,1,42,1,7,3,6,9,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1,5,4,20,22.5,17.5,22.5,10,7.5,23.68,21.05,13.16,23.68,15.79,2.63,9,7,9,9,0,7,7,7,9,9,9,9,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,10,10,-1.41,0.59,1.59,0.59,0.59,1.59,1.59,1.59,-0.41,0.59,0.59,1.59,1.59,2.59,0.59,-6.41,3,70,74,74,70,67,72,70,57,6,67,65,69,79,67,58,68,56,0.3,0.6,0.33,0.67,-0.33,-0.67,7,6.7,7,6.67,0,0.33,7.4,6.5,7.44,6.44,-0.44,0.56,7.4,6.9,7.44,6.89,-0.44,0.11,7,7.9,6.78,7.78,2.22,1.22,6.7,6.7,6.44,6.44,2.56,2.56,7.2,5.8,7,5.44,2,3.56,7,6.8,6.78,6.56,2.22,2.44,5.7,5.6,5.78,5.67,-0.78,-0.67
"1230",174,1,0,8,10,2,8,191,0,0.32,0,2,29,8,25,4,1,1,58,4,5,3,7,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,5,4,9.52,23.81,16.67,16.67,16.67,16.67,17.07,17.07,14.63,19.51,12.2,19.51,9,10,8,8,1,5,6,5,7,7,6,6,8,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.76,10,10,-1.76,0.24,0.24,2.24,2.24,-1.76,-1.76,0.24,2.24,-1.76,0.24,-0.76,3.24,3.24,0.24,-0.76,9,52,52,55,59,59,61,64,71,7,56,63,63,63,66,56,57,57,0.9,0.7,0.89,0.67,0.11,0.33,5.2,5.6,5.22,5.67,-0.22,-0.67,5.2,6.3,5.11,6.33,0.89,-0.33,5.5,6.3,5.56,6.44,-0.56,-1.44,5.9,6.3,5.78,6.22,1.22,0.78,5.9,6.6,5.78,6.56,1.22,0.44,6.1,5.6,6.11,5.56,-0.11,0.44,6.4,5.7,6.44,5.67,-0.44,0.33,7.1,5.7,7,5.44,1,2.56
"1231",175,2,0,8,10,1,8,191,0,0.65,0,2,23,13,25,6,5,8,40,2,3,1,7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,7,4,12.24,20.41,16.33,14.29,20.41,16.33,22.22,11.11,13.33,20,17.78,15.56,7,10,8,8,1,1,7,8,8,8,8,8,8,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.12,10,10,-3.12,0.88,2.88,1.88,1.88,-2.12,-2.12,0.88,0.88,-0.12,0.88,-0.12,0.88,3.88,-0.12,-2.12,6,36,68,72,68,68,66,54,65,7,56,63,63,63,66,56,57,57,0.6,0.7,0.56,0.67,0.44,0.33,3.6,5.6,3.89,6.11,-2.89,-5.11,6.8,6.3,6.78,6.22,0.22,0.78,7.2,6.3,7.11,6.11,0.89,1.89,6.8,6.3,6.67,6.11,1.33,1.89,6.8,6.6,6.67,6.44,1.33,1.56,6.6,5.6,6.44,5.33,1.56,2.67,5.4,5.7,5.11,5.44,2.89,2.56,6.5,5.7,6.33,5.44,1.67,2.56
"1232",176,3,0,8,10,8,8,191,1,0.32,0,2,28,8,25,4,10,1,42,2,6,3,7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,4,13.04,21.74,19.57,17.39,15.22,13.04,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,1,8,6,7,8,7,6,5,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.24,10,10,-0.24,-1.24,3.76,3.76,2.76,0.76,-2.24,-2.24,-1.24,-1.24,1.76,1.76,1.76,1.76,-0.24,-3.24,5,69,65,69,64,62,48,56,30,7,56,63,63,63,66,56,57,57,0.5,0.7,0.44,0.67,0.56,0.33,6.9,5.6,6.78,5.33,1.22,2.67,6.5,6.3,6.56,6.33,-0.56,-0.33,6.9,6.3,6.89,6.22,0.11,0.78,6.4,6.3,6.22,6.11,1.78,1.89,6.2,6.6,6.11,6.56,0.89,0.44,4.8,5.6,4.67,5.56,1.33,0.44,5.6,5.7,5.67,5.78,-0.67,-0.78,3,5.7,2.78,5.78,2.22,-0.78
"1233",177,4,0,8,10,5,8,191,0,0.14,1,2,22,13,25,2,8,3,47,2,5,2,7,5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,6,4,15.09,16.98,16.98,16.98,18.87,15.09,25,15,15,17.5,12.5,15,9,9,8,9,1,7,7,7,6,8,7,7,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.12,10,10,3.88,0.88,2.88,0.88,-1.12,-3.12,-2.12,1.88,3.88,1.88,0.88,1.88,-2.12,-1.12,-0.12,-4.12,4,43,62,65,49,62,41,50,48,7,56,63,63,63,66,56,57,57,0.4,0.7,0.33,0.67,0.67,0.33,4.3,5.6,4,5.44,3,1.56,6.2,6.3,6.11,6.22,0.89,0.78,6.5,6.3,6.44,6.22,0.56,0.78,4.9,6.3,4.78,6.33,1.22,-0.33,6.2,6.6,6,6.44,2,1.56,4.1,5.6,3.78,5.44,3.22,1.56,5,5.7,4.78,5.56,2.22,1.44,4.8,5.7,4.67,5.67,1.33,0.33
"1234",178,5,0,8,10,9,8,191,0,0.51,0,2,35,3,25,4,5,5,42,2,4,2,4,3,4,7,9,8,8,8,2,9,8,8,8,8,8,9,6,8,5,4,15.22,17.39,17.39,17.39,15.22,17.39,22.73,11.36,11.36,18.18,18.18,18.18,9,9,7,8,1,8,7,7,7,7,6,7,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.94,10,10,-2.94,0.06,2.06,1.06,1.06,1.06,-4.94,2.06,1.06,1.06,1.06,1.06,1.06,2.06,-0.94,1.06,6,61,67,71,57,68,58,59,56,7,56,63,63,63,66,56,57,57,0.6,0.7,0.56,0.67,0.44,0.33,6.1,5.6,5.89,5.33,2.11,2.67,6.7,6.3,6.67,6.22,0.33,0.78,7.1,6.3,7.11,6.22,-0.11,0.78,5.7,6.3,5.56,6.22,1.44,0.78,6.8,6.6,6.78,6.56,0.22,0.44,5.8,5.6,5.78,5.56,0.22,0.44,5.9,5.7,5.78,5.56,1.22,1.44,5.6,5.7,5.44,5.56,1.56,1.44
"1235",179,6,0,8,10,10,8,191,0,0.45,0,2,30,6,25,3,5,1,78,1,6,3,2,5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,2,4,19.15,21.28,17.02,17.02,12.77,12.77,22.73,13.64,18.18,22.73,11.36,11.36,8,10,6,8,0,4,7,6,4,6,5,4,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71,10,10,-1.71,3.29,3.29,0.29,0.29,-1.71,-5.71,0.29,3.29,-5.71,1.29,1.29,0.29,2.29,3.29,2.29,1,45,71,66,57,64,63,38,52,7,56,63,63,63,66,56,57,57,0.1,0.7,0.11,0.78,-0.11,-0.78,4.5,5.6,4.56,5.78,-0.56,-1.78,7.1,6.3,7.11,6.22,-0.11,0.78,6.6,6.3,6.67,6.33,-0.67,-0.33,5.7,6.3,5.89,6.56,-1.89,-2.56,6.4,6.6,6.44,6.67,-0.44,-0.67,6.3,5.6,6.44,5.67,-1.44,-0.67,3.8,5.7,3.78,5.89,0.22,-1.89,5.2,5.7,5.22,5.78,-0.22,-0.78
"1236",180,7,0,8,10,3,8,191,0,0.13,0,2,24,8,25,4,2,2,42,6,4,2,7,7,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7,6,4,15.38,17.31,17.31,19.23,13.46,17.31,18.6,18.6,11.63,23.26,11.63,16.28,9,9,10,9,0,8,7,8,8,8,7,7,7,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.76,10,10,0.24,-1.76,2.24,-1.76,-1.76,1.24,-1.76,2.24,-0.76,0.24,2.24,2.24,0.24,1.24,2.24,0.24,2,68,67,68,67,63,56,64,63,7,56,63,63,63,66,56,57,57,0.2,0.7,0.22,0.78,-0.22,-0.78,6.8,5.6,6.67,5.33,1.33,2.67,6.7,6.3,6.67,6.22,0.33,0.78,6.8,6.3,6.67,6.11,1.33,1.89,6.7,6.3,6.56,6.11,1.44,1.89,6.3,6.6,6.11,6.44,1.89,1.56,5.6,5.6,5.44,5.44,1.56,1.56,6.4,5.7,6.33,5.56,0.67,1.44,6.3,5.7,6.22,5.56,0.78,1.44
"1237",181,8,0,8,10,6,8,191,1,0.16,0,2,22,4,25,1,7,8,31,1,5,5,2,3,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6,4,4,15.38,19.23,19.23,17.31,17.31,11.54,18.87,11.32,16.98,18.87,16.98,16.98,9,9,9,9,1,8,9,8,8,8,4,6,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,10,10,-1.35,-2.35,1.65,1.65,1.65,-1.35,-4.35,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,-1.35,7,62,69,69,73,73,58,56,52,7,56,63,63,63,66,56,57,57,0.7,0.7,0.67,0.67,0.33,0.33,6.2,5.6,6,5.33,2,2.67,6.9,6.3,6.67,6,2.33,3,6.9,6.3,6.78,6.11,1.22,1.89,7.3,6.3,7.22,6.11,0.78,1.89,7.3,6.6,7.22,6.44,0.78,1.56,5.8,5.6,6,5.78,-2,-1.78,5.6,5.7,5.56,5.67,0.44,0.33,5.2,5.7,5.22,5.78,-0.22,-0.78
