"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal 2","goal 1","goal 6","goal 3","goal 4","goal 5","date 7","date 5","date 3","date 4","date 6","date 1","date 2","race 4","race 2","race 6","race 3","race 1","go_out 1","go_out 4","go_out 2","go_out 3","go_out 7","go_out 5","go_out 6","field_cd 1","field_cd 2","field_cd 13","field_cd 8","field_cd 5","field_cd 9","field_cd 3","field_cd 11","field_cd 12","field_cd 4","field_cd 7","field_cd 6","field_cd 10","field_cd 14","field_cd 16","field_cd 15","field_cd 17","field_cd 18","career_c 6","career_c 1","career_c 9","career_c 2","career_c 7","career_c 10","career_c 5","career_c 3","career_c 4","career_c 14","career_c 11","career_c 8","career_c 15","career_c 12","career_c 17","career_c 13","career_c 16","activityAvg","raterCount","rateeCount","matchOwnSum","matchPartnerSum","decOwnSum","decPartnerSum","attrOwnSum","attrPartnerSum","sincOwnSum","sincPartnerSum","intelOwnSum","intelPartnerSum","funOwnSum","funPartnerSum","ambOwnSum","ambPartnerSum","sharOwnSum","sharPartnerSum","likeOwnSum","likePartnerSum","probOwnSum","probPartnerSum","metOwnSum","metPartnerSum","metOwnMean","metPartnerMean","metOwnMeanExc","metPartnerMeanExc","tvsportsAdj","exerciseAdj","diningAdj","museumsAdj","artAdj","hikingAdj","gamingAdj","clubbingAdj","readingAdj","tvAdj","theaterAdj","moviesAdj","concertsAdj","musicAdj","shoppingAdj","yogaAdj"
"35",4,4,0,1,10,6,5,15,0,0.21,0,2,23,1,25,2,1,1,37,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,20,20,20,20,10,10,30,10,15,30,5,10,7,8,9,7,0,6,9,8,9,8,9,7,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,1.8,1.5,1.78,1.44,-4.88,0.12,1.12,0.12,1.12,1.12,-0.88,1.12,1.12,1.12,3.12,1.12,2.12,1.12,-4.88,2.12
"36",4,4,0,1,10,5,6,16,0,0.37,1,2,23,1,25,2,1,1,37,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,20,20,20,20,10,10,30,10,15,30,5,10,7,8,9,7,0,5,10,8,4,8,2,4,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1.8,1.8,1.78,1.78,-4.88,0.12,1.12,0.12,1.12,1.12,-0.88,1.12,1.12,1.12,3.12,1.12,2.12,1.12,-4.88,2.12
"37",4,4,0,1,10,10,7,17,0,0.35,1,2,23,1,25,2,1,1,37,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,20,20,20,20,10,10,30,10,15,30,5,10,7,8,9,7,0,7,10,10,7,10,5,5,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,1.8,2,1.78,2,-4.88,0.12,1.12,0.12,1.12,1.12,-0.88,1.12,1.12,1.12,3.12,1.12,2.12,1.12,-4.88,2.12
"38",4,4,0,1,10,1,8,18,0,0.15,1,2,23,1,25,2,1,1,37,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,20,20,20,20,10,10,30,10,15,30,5,10,7,8,9,7,0,5,9,9,5,9,7,6,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1.8,1.8,1.78,1.78,-4.88,0.12,1.12,0.12,1.12,1.12,-0.88,1.12,1.12,1.12,3.12,1.12,2.12,1.12,-4.88,2.12
"39",4,4,0,1,10,7,9,19,1,-0.47,1,2,23,1,25,2,1,1,37,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,20,20,20,20,10,10,30,10,15,30,5,10,7,8,9,7,1,9,8,10,10,7,8,8,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,1.8,2,1.78,2,-4.88,0.12,1.12,0.12,1.12,1.12,-0.88,1.12,1.12,1.12,3.12,1.12,2.12,1.12,-4.88,2.12
"40",4,4,0,1,10,8,10,20,0,-0.19,1,2,23,1,25,2,1,1,37,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,20,20,20,20,10,10,30,10,15,30,5,10,7,8,9,7,1,8,9,10,10,8,8,10,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,1.8,2,1.78,2,-4.88,0.12,1.12,0.12,1.12,1.12,-0.88,1.12,1.12,1.12,3.12,1.12,2.12,1.12,-4.88,2.12
"41",5,5,0,1,10,1,1,11,0,-0.43,1,2,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,0,5,8,8,2,2,2,7,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,1.7,1.9,1.67,1.89,-1.82,1.18,1.18,0.18,2.18,0.18,0.18,2.18,0.18,2.18,0.18,0.18,-2.82,1.18,2.18,-2.82
"42",5,5,0,1,10,10,2,12,0,0,1,1,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,0,8,6,6,5,5,5,6,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,1.7,1.5,1.78,1.56,-1.82,1.18,1.18,0.18,2.18,0.18,0.18,2.18,0.18,2.18,0.18,0.18,-2.82,1.18,2.18,-2.82
"43",5,5,0,1,10,7,3,13,0,-0.17,0,1,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,0,4,6,8,8,6,5,6,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,1.7,1.5,1.78,1.56,-1.82,1.18,1.18,0.18,2.18,0.18,0.18,2.18,0.18,2.18,0.18,0.18,-2.82,1.18,2.18,-2.82
"44",5,5,0,1,10,2,4,14,1,0.08,1,1,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,1,8,5,5,7,7,9,8,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,1.7,1.6,1.78,1.67,-1.82,1.18,1.18,0.18,2.18,0.18,0.18,2.18,0.18,2.18,0.18,0.18,-2.82,1.18,2.18,-2.82
"45",5,5,0,1,10,4,5,15,0,-0.16,0,2,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,0,6,7,7,5,4,8,7,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,1.7,1.5,1.67,1.44,-1.82,1.18,1.18,0.18,2.18,0.18,0.18,2.18,0.18,2.18,0.18,0.18,-2.82,1.18,2.18,-2.82
"46",5,5,0,1,10,3,6,16,0,0.06,1,2,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,1,5,6,7,5,7,8,7,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,1.7,1.8,1.67,1.78,-1.82,1.18,1.18,0.18,2.18,0.18,0.18,2.18,0.18,2.18,0.18,0.18,-2.82,1.18,2.18,-2.82
"47",5,5,0,1,10,8,7,17,0,-0.05,1,2,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,1,6,6,8,5,5,6,6,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,1.7,2,1.67,2,-1.82,1.18,1.18,0.18,2.18,0.18,0.18,2.18,0.18,2.18,0.18,0.18,-2.82,1.18,2.18,-2.82
"48",5,5,0,1,10,9,8,18,0,0.07,1,2,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,1,5,5,7,6,7,5,6,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,1.7,1.8,1.67,1.78,-1.82,1.18,1.18,0.18,2.18,0.18,0.18,2.18,0.18,2.18,0.18,0.18,-2.82,1.18,2.18,-2.82
"49",5,5,0,1,10,5,9,19,1,-0.13,1,2,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,1,7,5,7,8,7,9,9,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,1.7,2,1.67,2,-1.82,1.18,1.18,0.18,2.18,0.18,0.18,2.18,0.18,2.18,0.18,0.18,-2.82,1.18,2.18,-2.82
"50",5,5,0,1,10,6,10,20,0,-0.06,1,2,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,10,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,1,9,6,7,9,6,5,10,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,1.7,2,1.67,2,-1.82,1.18,1.18,0.18,2.18,0.18,0.18,2.18,0.18,2.18,0.18,0.18,-2.82,1.18,2.18,-2.82
"51",6,6,0,1,10,5,1,11,0,0.33,0,2,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,1,6,9,7,6,7,6,6,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,1.8,1.9,1.78,1.89,2.71,3.71,1.71,2.71,1.71,3.71,-3.29,0.71,3.71,-3.29,-0.29,0.71,0.71,-1.29,-4.29,-4.29
"52",6,6,0,1,10,4,2,12,0,0.37,0,2,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,1,6,9,9,6,8,2,7,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,1.8,1.5,1.78,1.44,2.71,3.71,1.71,2.71,1.71,3.71,-3.29,0.71,3.71,-3.29,-0.29,0.71,0.71,-1.29,-4.29,-4.29
"53",6,6,0,1,10,1,3,13,0,-0.51,1,1,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,0,4,7,9,4,3,2,6,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,1.8,1.5,1.89,1.56,2.71,3.71,1.71,2.71,1.71,3.71,-3.29,0.71,3.71,-3.29,-0.29,0.71,0.71,-1.29,-4.29,-4.29
"54",6,6,0,1,10,6,4,14,1,0.12,0,2,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,1,8,6,7,8,2,8,9,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,1.8,1.6,1.78,1.56,2.71,3.71,1.71,2.71,1.71,3.71,-3.29,0.71,3.71,-3.29,-0.29,0.71,0.71,-1.29,-4.29,-4.29
"55",6,6,0,1,10,8,5,15,0,0.35,0,1,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,0,5,4,8,8,4,2,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,1.8,1.5,1.89,1.56,2.71,3.71,1.71,2.71,1.71,3.71,-3.29,0.71,3.71,-3.29,-0.29,0.71,0.71,-1.29,-4.29,-4.29
"56",6,6,0,1,10,7,6,16,0,0.19,0,2,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,0,3,7,6,1,1,1,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1.8,1.8,1.78,1.78,2.71,3.71,1.71,2.71,1.71,3.71,-3.29,0.71,3.71,-3.29,-0.29,0.71,0.71,-1.29,-4.29,-4.29
"57",6,6,0,1,10,2,7,17,0,0.47,0,2,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,1,8,8,8,8,3,4,8,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,1.8,2,1.78,2,2.71,3.71,1.71,2.71,1.71,3.71,-3.29,0.71,3.71,-3.29,-0.29,0.71,0.71,-1.29,-4.29,-4.29
"58",6,6,0,1,10,3,8,18,0,0.03,0,2,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,0,4,8,9,2,8,3,5,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1.8,1.8,1.78,1.78,2.71,3.71,1.71,2.71,1.71,3.71,-3.29,0.71,3.71,-3.29,-0.29,0.71,0.71,-1.29,-4.29,-4.29
"59",6,6,0,1,10,9,9,19,1,0.46,0,2,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,1,7,6,8,8,6,9,9,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,1.8,2,1.78,2,2.71,3.71,1.71,2.71,1.71,3.71,-3.29,0.71,3.71,-3.29,-0.29,0.71,0.71,-1.29,-4.29,-4.29
"60",6,6,0,1,10,10,10,20,0,0.43,0,2,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,1,8,9,9,9,10,7,9,8,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,1.8,2,1.78,2,2.71,3.71,1.71,2.71,1.71,3.71,-3.29,0.71,3.71,-3.29,-0.29,0.71,0.71,-1.29,-4.29,-4.29
"61",7,7,0,1,10,2,1,11,0,0.19,0,2,22,1,25,4,2,4,54,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,30,12,13,25,10,10,6,6,5,7,0,4,8,8,5,7,4,7,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,1.6,1.9,1.56,1.89,-4.41,-3.41,2.59,2.59,2.59,-5.41,-4.41,0.59,0.59,0.59,2.59,2.59,2.59,2.59,2.59,2.59
"62",7,7,0,1,10,1,2,12,0,0.21,0,1,22,1,25,4,2,4,54,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,30,12,13,25,10,10,6,6,5,7,0,6,6,8,4,9,4,7,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1.6,1.5,1.67,1.56,-4.41,-3.41,2.59,2.59,2.59,-5.41,-4.41,0.59,0.59,0.59,2.59,2.59,2.59,2.59,2.59,2.59
"63",7,7,0,1,10,8,3,13,0,0.52,1,2,22,1,25,4,2,4,54,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,30,12,13,25,10,10,6,6,5,7,0,3,6,8,7,8,8,7,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1.6,1.5,1.67,1.56,-4.41,-3.41,2.59,2.59,2.59,-5.41,-4.41,0.59,0.59,0.59,2.59,2.59,2.59,2.59,2.59,2.59
"64",7,7,0,1,10,3,4,14,1,-0.46,0,1,22,1,25,4,2,4,54,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,30,12,13,25,10,10,6,6,5,7,1,7,8,8,7,7,6,8,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,1.6,1.6,1.67,1.67,-4.41,-3.41,2.59,2.59,2.59,-5.41,-4.41,0.59,0.59,0.59,2.59,2.59,2.59,2.59,2.59,2.59
"65",7,7,0,1,10,5,5,15,0,-0.27,0,2,22,1,25,4,2,4,54,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,30,12,13,25,10,10,6,6,5,7,0,4,7,7,4,8,5,5,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1.6,1.5,1.67,1.56,-4.41,-3.41,2.59,2.59,2.59,-5.41,-4.41,0.59,0.59,0.59,2.59,2.59,2.59,2.59,2.59,2.59
"66",7,7,0,1,10,4,6,16,0,0.59,0,2,22,1,25,4,2,4,54,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,30,12,13,25,10,10,6,6,5,7,0,4,8,7,4,5,4,5,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,1.6,1.8,1.56,1.78,-4.41,-3.41,2.59,2.59,2.59,-5.41,-4.41,0.59,0.59,0.59,2.59,2.59,2.59,2.59,2.59,2.59
